address,japanese,korean,length
0x00110389,瘋相奥,풍상오,9
0x00110455,薗衰岫,원쇠수,9
0x00110946,ｅ猿復,이원복,9
0x00110FAC,撓藍酎樗繭椶,미상,6
0x00111216,沱尹劒屎泛,보급 부대,13
0x001112E5,沾撩撈棔沺沺,미상,6
0x001113B4,沾撼撈椌悃撈棔,미상,6
0x00111482,沾棍撈悍屁悃泪,미상,6
0x00111550,沾撩屁囮囹悄,미상,6
0x0011161E,椌悍囹劔囿椒,미상,6
0x00111A20,沮囗蘭沫劈,대전차포,12
0x00111E22,沱囗覧利囿,기갑 방어,13
0x00111FBD,棡囗覧利圉,방어,6
0x00115B14,瑞諮嗇,원쇠수,9
0x00116F18,裔璢頏,e원복,7
0x00117C53,鰥鰡褻,서자색,9
0x0011834F,靺趙鴪,예류항,9
0x00119AA4,盍悁整,환류설,9
0x0011A815,鱠砌袰,말조율,9
0x0011C542,瞰瑕贔,합연정,9
0x0011C791,籘珸鈞,회체모,9
0x0011D08A,琅跏蓆,감하비,9
0x0011D4E1,鱸韈鉈,등오균,9
0x0011F083,琳鞦衲,낭가석,9
0x0011F420,聢銕銖鈑裄,전차 포격,13
0x0011F66E,洒顰霎,노말타,9
0x001200C0,睿贖瑯,임추납,9
0x00120299,頽矼袮,쇄빈삽,9
0x00120337,鞐碎賽,예속랑,9
0x001203A3,鱶韈蒹,퇴강니,9
0x00120650,硴跖趾靼,미상,6
0x00120855,琺簧贐,하쇄새,9
0x00120B83,裘裄粹耿,미상,6
0x0012130E,狄砠聚蓆,미상,6
0x0012140F,齏蔟贓,등오균,9
0x00121617,鶯銓醫,랑가석,9
0x001216A6,睹釿矼,제족장,9
0x00122063,蒹粤聨,앵전의,9
0x001220B6,胖珞釁,도근강,9
0x0012329F,飜珞粐,겸월련,9
0x00123829,莟砌蓐,반락흔,9
0x0012408B,蓍齏釛,번락려,9
0x001240F8,冐粳簽,함체욕,9
0x00124210,堡矜粫,시제륵,9
0x0012458C,跣褓醂,미상,6
0x00124AD6,霎竟粫,미상,6
0x00124C30,銷瑙鯰,미상,6
0x00125538,聽聽袒,미상,6
0x0012AC0B,肭鮹復,보병,6
0x0012AC72,碆霈猪,기갑,6
0x0012AEA7,跏靆桾,전차,6
0x0012AEC1,跌筝万,포병,6
0x0012F1ED,瑰釁瑟,미상,6
0x0012FB85,珸砒聆,미상,6
0x0012FC03,酘趁粳,괴흔슬,9
0x0012FEB6,跪蓁睾,오비령,9
0x0012FFC8,鳫琅袢,두진갱,9
0x0013015D,蔔贐玻琺矣鰮,미상,6
0x001301E5,砒珥矗肅釵,전차대,9
0x00130272,矣粭蒿葩,미상,6
0x001302F4,跿袒矮,궤진고,9
0x00130383,砒粐褂籤,미상,6
0x001303A6,籖砒肄,안랑반,9
0x00130492,珥趺蓍鉅鈞,보병대,9
0x001304B8,袿砒蒹,도단왜,9
0x001305A5,粭蓙裼鈬,미상,6
0x001307C5,蒂璢砌蓙鱆,포병대,9
0x001308D9,矗粐蒻,첨비이,
0x00130A18,珸粡聆,정찰,6
0x00131964,珀矣蒹,매복,6
0x00131B8A,砒珈瞽,포위,6
0x00131CDF,鉞蓊粲,돌격,6
0x00131D19,鳧肭贔,후퇴,6
0x00131FCB,粐粡跚,보급,6
0x00132083,聳蒿矇,증원,6
0x001320D6,珎粨萵,요새화,9
0x001321EF,粤玻趾,점령,6
0x00132342,鈕鉗鉅,포격,6
0x00132499,碎蒹銜,차단,6
0x0013260E,砒褌蒡,기습,6
0x00132637,跌矜瞻,엄호,6
0x00132828,聢磆賺,교란,6
0x001328D6,衫粫韜,위장,6
0x00132E97,粭鳧鴆,집결,6
0x00133415,粲韭鳬,승리,6
0x00133829,醵蓍糯,번역 불가(원문 깨짐),28
0x001339EE,硴鱚跂,번역 불가(원문 깨짐),28
0x00134037,鉅鳰瞽,번역 불가(원문 깨짐),28
0x00134057,蓐鱠鱶蒿聽裹聿跪,원문 깨짐(해독 불가),28
0x0013432C,珮跂肬,번역 불가(원문 깨짐),28
0x00134BB5,蒿跂肛,번역 불가(원문 깨짐),28
0x00134DD5,赧韜韲,번역 불가(원문 깨짐),28
0x00134F22,玻聿珎,번역 불가(원문 깨짐),28
0x00134FA8,砠鳰鳫,번역 불가(원문 깨짐),28
0x0013521D,趁跼跚,번역 불가(원문 깨짐),28
0x001353A7,粐聽矚,번역 불가(원문 깨짐),28
0x00135D8D,鈕蒟鱇,번역 불가(원문 깨짐),28
0x001378BE,齏趙籬,번역 불가(원문 깨짐),28
0x00137B79,粐聿籬,번역 불가(원문 깨짐),28
0x00137E15,裔趾鉋,번역 불가(원문 깨짐),28
0x00138171,鉗矮獗,번역 불가(원문 깨짐),28
0x00139057,矗獪袍,번역 불가(원문 깨짐),28
0x00139655,尓擒岑,번역 불가(원문 깨짐),28
0x00139691,衍劍悄,번역 불가(원문 깨짐),28
0x001398D7,韈裴籐,번역 불가(원문 깨짐),28
0x0013DC52,鞣矼鵄,번역 불가(원문 깨짐),28
0x0013E0C4,鱚粭鴪,공격,6
0x0013E0F7,鞣珞鈿,방어,6
0x00141D7E,恪竃憔,정찰,6
0x00143239,砠篳糴,매복,6
0x00143394,籖肆趺,돌격,6
0x00143461,鱸鱸鉈,포격,6
0x0014642A,裔蓍鴈,철수,6
0x0014667B,鉈鞣糘,보급,6
0x00146981,跂珀琲,진격,6
0x00146BBC,矼袱碆,요새화,9
0x00146F6D,鞁鴆鳬,기습,6
0x00147021,聲聽礪,지휘,6
0x001470CB,硼玳蒻,방어진,9
0x00147193,肬韜鴕,전술,6
0x001473D3,葆聿蓼,붕대약,9
0x00147631,粢鵁鰡,우도타,9
0x00147767,瞠韲砒,보율료,9
0x00147BCE,鱸鰾瑰,자교류,9
0x00147E09,釟跚碚,瞠韲砒,9
0x00147F27,鴃鰲珞踞,미상,6
0x0014A76E,顰聰粲,鱸鰾瑰,9
0x0014A8D4,瑙琺鱸,釟跚碚,9
0x0014D178,淌竟萬,顰聰粲,9
0x0014DB32,鴾猖胖,瑙琺鱸,9
0x0014F208,聘銕獻碯,미상,6
0x0014F713,醫蔘蒻,淌竟萬,9
0x00152905,耿碚鰊,鴾猖胖,9
0x0015502C,葯葩珱,醫蔘蒻,9
0x0015918A,銕釡瓊,경배련,9
0x001592B1,琥籤銹,약파영,9
0x00159756,頤獨砌胙,미상,6
0x00159835,釛跖靼,철부경,9
0x0015BA02,鱠玻肛瞽,미상,6
0x0015BB91,聿肆鱸鈿,미상,6
0x0015C05A,粳韃鴣,호첨수,9
0x0015CCE6,瑯矜銜,극척달,9
0x0015CD2C,肆趾籵,갱달고,9
0x00160969,肅裙矚糀,미상,6
0x0016159C,璢蒿粭韭鈬蓁,미상,6
0x001616DD,跛萵顏,,6
0x0016196B,裨葯蓿,원문 깨짐,13
0x00161AAF,珞蒟跛,파와안,9
0x00161AF4,肬釶襃,,6
0x00161DA4,珞聽褌,원문 깨짐,13
0x00161EDE,粮鰲胥,우이포,9
0x0016215F,袁碚銕,방어대,9
0x00163762,睛碌鞣,,6
0x00163A8C,矚鉉踈,촉현소,9
0x00163AB4,鱇裲齏,지원대,9
0x00163ADD,聳鈿鵄,대전차,9
0x00163B05,赱鈿跛,대공포,9
0x00164159,鰊銖碪,중전차,9
0x001641D3,靨蕀韜,중포병,9
0x001641FC,贇踟韵,연수침,9
0x001649EF,聆鴿贐,염극도,9
0x00164D0E,鞣韋鵄,윤지운,9
0x001678EE,靫粡聹,영합신,9
0x00167C74,聆鉈裘肓,미상,6
0x001688DA,籀砌脯,유위치,9
0x00168EF2,釉鉈瞽,차동녕,9
0x0016B47C,瞹跋韋,주체포,9
0x0016CCC1,粨裄跂,유타고,9
0x0016CD27,韋籖袱,애발위,9
0x0016D1B2,裙褄葭,백행기,9
0x0016D218,葢跪葭,위첨복,9
0x0016D414,瑕肆鞴,군처가,9
0x0016D47A,肚粳鱚,개궤가,9
0x0016D4E0,粳琲葯,하사비,9
0x0016D5AC,璢琥籌,두갱희,9
0x0016D612,粐粫簷,갱배약,9
0x0016D7DC,蓙韆葷,유호주,9
0x0016D8E3,粳鱧籥,여니첨,9
0x0016EDC4,褂葹鱇琥頌,전차 중대,13
0x0016F24F,玻琲獏,미상,6
0x0016F517,肓肛鞨,미상,6
0x0016FDC7,衲粱顯,미상,6
0x00171B2E,粤矣蓁,미상,6
0x00171BCF,砌矣肄,미상,6
0x00171C71,蓊矮蒻,미상,6
0x00171D12,蓊,,
0x00171DB3,聽珞聿,청락율,9
0x00171F98,粐珮粤,노패월,9
0x0017203A,聶珮粤,섭패월,9
0x00172180,矮粤跋,왜월발,9
0x00172222,矮粐肄,왜노이,9
0x00172365,矣矣矮,의의왜,9
0x00172407,矣矜矼,의긍강,9
0x001724A8,珮珥珮,패이패,9
0x0017254A,珥珀璢,이박유,9
0x001725EB,珥珀珮,원문 깨짐,13
0x00172AF8,珥珥瑯,미상,6
0x00172CDD,珮矜璢,미상,6
0x00173471,珞粃粹,미상,6
0x00173513,珮矣襞,미상,6
0x00173656,珮矣蹊,미상,6
0x001739A2,瞠珸蒹蒟裹裹裹跚鴈,[깨진 문자열],18
0x00173A46,粫聽蒟裹蒟裹跚鴃,원문 깨짐(해독 불가),28
0x00173B8A,聿矣聽聽聽聿褂鴃,원문 깨짐(해독 불가),28
0x00173D79,珥矼裴,미상,6
0x00175285,珮粤蒟跚鉗鉞聶矜,번역 불가(깨진 문자열),31
0x0017C576,玻珸鞦,패의혜,9
0x0017C57E,蒹珎砒頸,미상,6
0x0017D9B3,跚葹琲,이강배,9
0x0017E358,籤碾矍,파오추,9
0x0017E38B,籘蒡釶,산시배,9
0x0017E491,鞣磑跟,첨년확,9
0x0017E4C4,鰥蔬踞,등방이,9
0x0017F444,蔘賣袍,유애근,9
0x0017F477,蔘簣賍,환소거,9
0x00180099,蔘靉袰,삼매포,9
0x001800CC,蔘耋贔,미상,6
0x001811E5,袞鴪赱,미상,6
0x00181E9A,踉鱆玻,삼로비,9
0x001821C7,蔗鱆玻,곤월주,9
0x001822BB,銓鱆玻,미상,6
0x001824F2,衽鴪赱,미상,6
0x0018256C,衵頏裃,미상,6
0x00182899,賻鴪赱,미상,6
0x00182B4C,靤鴦赳,미상,6
0x00182B9F,踉鱆玻,삼로비,9
0x00182C17,鰔頌鈞,미상,6
0x00182C91,贄鴪赳,삼로비,9
0x00182ECC,踉鱆玻,삼로비,9
0x001831F7,鰓頏赳,미상,6
0x001836E3,衲鴆赳,삼로비,9
0x00183828,耿鴃葹,미상,6
0x0018396D,萼鴆裃,미상,6
0x00183B2C,勒韵赳,미상,6
0x00183BA6,瞑竟聨,미상,6
0x00183BF7,鰆韵赳,늑운규,9
0x00184970,袱鉉葢蔗,미상,6
0x001890EC,釵韆珎,명경련,9
0x0018A5A9,釖跋鉞跏聰,미상,6
0x0018A5FC,鳬裝葢,춘운규,9
0x0018A69D,鉞矜玻,차천진,9
0x0018A6EB,瞞肅矚,부장개,9
0x0018A8CE,獻鉅矚,월긍파,9
0x0018A96F,蒂韋矍,만숙촉,9
0x0018CA1A,矇裝蔗,헌거촉,9
0x0018CA29,籘聿胙,체위확,9
0x0018CA38,聚粤胝,몽장자,9
0x0018CA47,袤珞碌,등율조,9
0x0018CA56,袍砌硼,취월지,9
0x0018CAC0,玳矜脉,무락록,9
0x0018CACF,籟籬磑,미상,6
0x0018CB2A,籥籥磋,미상,6
0x0018CB39,葹矗瑪,뢰리애,9
0x0018CB76,玻珎蹊,약약차,9
0x0018CB94,萬玳瑶,시촉마,9
0x0018D42D,獻裨蒡,파진혜,9
0x0018D43C,袤肅肬,만대요,9
0x0018D44B,鰡粲蒻,헌비방,9
0x0018D46A,矜韆蹂,모숙우,9
0x0018D479,聰鉞蔬,유찬약,9
0x0018D488,赱肄蓿,긍천유,9
0x0018D4B6,珎粃鍄,총월소,9
0x0018E9F0,籤珥粨,주이숙,9
0x0018EA1E,聨砌鈿,진비영,9
0x0018EA2D,鰰琅鉈,첨이백,9
0x0018EEED,蓊韈胝,연체전,9
0x0018EEFC,裃韋胥,무숙우,9
0x0018EF0B,鞨跚胛,류찬약,9
0x0018EF39,珥趙顯,상위서,9
0x0018EF48,,,
0x0018EF57,聳裔蔕,지원,6
0x0018EF66,葆粤胄,정찰,6
0x0018EF75,鞋珥瑩,요새화,9
0x0018EFB2,矗聰碯,제압,6
0x0018EFC1,聨聰瑜,기습,6
0x001933F3,贏跛鉋,점령,6
0x00193BBB,跚逞糅,반격,6
0x00196E36,袵璋靉,공성,6
0x0019820A,矣矣矜,진지 사수,13
0x0019A989,蓁赳頽,돌파,6
0x0019A9A8,粢趾矚,병력 배치,13
0x0019D033,粢聽趾,총공세,9
0x0019D1AE,鞳粤聶,미상,6
0x0019D1E1,鞳肄裔,미상,6
0x0019D583,璢聹珥,미상,6
0x0019E98E,鱠矼韵,미상,6
0x0019E9F4,鱠砌韵,미상,6
0x0019EA5A,鱠砌韵,미상,6
0x0019EAC0,鱚砌鴆,미상,6
0x0019EB26,鱠砌鴆,미상,6
0x0019EB8C,鱚砌鴪,미상,6
0x0019EBF2,鱠砌鴪,미상,6
0x0019EC58,鱚砌鴪,미상,6
0x0019ECBE,鱚砌鴪,미상,6
0x0019ED24,鱚砌鴪,미상,6
0x0019ED8A,鱚砒鴪,판독 불가,13
0x0019EDF0,鱚砒鴪,판독 불가,13
0x001A37C0,睿褄瞻,판독 불가,13
0x001A540A,袱齏鴈,판독 불가,13
0x001A54B6,砌鉗鵄,판독 불가,13
0x001A5805,猖岾襄,판독 불가,13
0x001A92F9,慫莊筈,판독 불가,13
0x001A9304,泅濫註緒緒瑞樗楓履泙,해독 불가(문자 깨짐),28
0x001A93C4,沺撓嵐詞賜蘭緒麿劔,[깨진 문자열],18
0x001A9419,剩鋳錘轟訣緒署瀦吏悄,해독 불가(문자 깨짐),28
0x001A947C,恫柏詩詩活且随嵩侭屓,해독 불가(문자 깨짐),28
0x001A94E2,泅又註潔且蒼綜助悖,[깨진 문자열],18
0x001ACD8F,棡惧悚,강구송,9
0x001ADB12,皙糺猴,석규후,9
0x001AE48D,矚蒿粤,촉호월,9
0x001AF910,筮碼猩,서마성,9
0x001AFDA7,霰褪瞶,산퇴귀,9
0x001B0ECC,袂肭踟,몌눌지,9
0x001B12BD,鱆籬萪,장리과,9
0x001B16D4,葯鞳褓,약탑보,9
0x001B1A83,裴硅趾,배규지,9
0x001B1B2A,鱶葯瑜,상약유,9
0x001B1C6A,砌鈔韋,체초위,9
0x001B1D4D,褞韆銜,온천함,9
0x001B1DBA,粫鉈鴒,이타령,9
0x001B1E4B,肄鈿跫,이전공,9
0x001B1FBE,裘粲跪,구찬궤,9
0x001B21AB,砒粫跌,비이질,9
0x001B2551,韈琅齏,말랑제,9
0x001B3A20,訣訣訣訣訣轟諮巻,,16
0x001B3A81,囎相視轟轟轟轟轟轟轟轟轟轟轟轟轟轟豪資囹,囎相視轟轟轟轟轟轟轟轟轟轟轟轟轟轟豪資囹,60
0x001B3AF2,欄鰹去去訣訣月供,번역 불가(깨진 문자열),31
0x001B3BB7,速嚴柱轟轟轟轟轟轟轟轟麹麹麹訣訣訣訣件葺,速嚴柱轟轟轟轟轟轟轟轟麹麹麹訣訣訣訣件葺,60
0x001B3C54,屏赴轟轟轟麹麹訣訣訣訣血世,屏赴轟轟轟麹麹訣訣訣訣血世,39
0x001B3D84,裹粤矚,과월촉,9
0x001B4865,肓頌矍,말랑제,9
0x001B4D30,鰄跪釛,과월촉,9
0x001B4D66,総月訣訣訣訣訣訣訣訣訣訣訣訣訣訣訣訣訣雌弌,총월결결결결결결결결결결결결결결결결결자일,63
0x001B4DF2,恚兆送尸祷劈卵燈囎武数劼,미상,6
0x001B4E5F,囀訣訣轟児,미상,6
0x001B4EA4,嚴轟麹麹麹麹麹麹麹麹麹轟轟轟轟麹剥騒,嚴轟麹麹麹麹麹麹麹麹麹轟轟轟轟麹剥騒,54
0x001B4F2C,悄椦擠,황송확,9
0x001B4F33,荘聡柱麹国鱒蒼貯囗洶,미상,6
0x001B4FB6,跂肆葮,외궤륵,9
0x001B4FC4,恬部嵐樗棟飼里,미상,6
0x001B5442,遖賦試試券麹箱,미상,6
0x001B5477,蟯鰹鰹鰹苑応,미상,6
0x001B5AC3,搖視詞視裡,미상,6
0x001B5D5A,鱚跋蓚,초권제,9
0x001B5D6F,矍矗踟,기사단,9
0x001B5DBC,鰾冐鞦,희발수,9
0x001B6286,袍珞矮跏,미상,6
0x001B6323,鉅鱧聿聽鈬鈔踉,미상,6
0x001B6960,矚肆鈕蓁跋,미상,6
0x001B6A16,鱸鴕籥,확촉지,9
0x001B6B0E,錮鯱肅蒄,미상,6
0x001B6E1A,曙轟轟麹麹訣件膜拳遂糟誌王梭,미상,6
0x001B6E98,剿桷雷除嵩蝿恁泊豆鴎刳酪个霧,미상,6
0x001B6F04,寸頗轟將艶勧面,미상,6
0x001B6F4B,利鰹去去牛訣訣訣訣訣血草諮蒲国曙搨橋岔,문자 오류,13
0x001B6FD1,舞臓牛丕於沂詞,미상,6
0x001B706B,鮪肇哩味揶,,10
0x001B74F1,柱轟轟轟克雛,미상,6
0x001B7537,恃崇李洸,미상,6
0x001B77E4,聹鉋鱚鶯,미상,6
0x001B7AFE,幅喋梔衰詩窓視視詞詞轟視詞視曙曙秤弗泱,문자 오류,13
0x001B7BB4,鞴踈珀,미상,6
0x001B7D5E,鞜褊聲籖,미상,6
0x001B819B,尅訣訣麹麹麹麹麹麹麹麹麹麹麹麹麹麹麹麹麹麹麹麹麹訣訣訣訣圏,尅訣訣麹麹麹麹麹麹麹麹麹麹麹麹麹麹麹麹麹麹麹麹麹訣訣訣訣圏,87
0x001B8228,書麹訣訣訣訣訣訣麹轟轟轟轟轟轟轟轟轟糟李洵,서국결결결결결결국굉굉굉굉굉굉굉굉굉조리순,63
0x001B8299,注訣轟轟轟轟轟甑,미상,6
0x001B82DF,沚轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟豪肇,지굉굉굉굉굉굉굉굉굉굉굉굉굉굉굉굉굉굉호조,63
0x001B8360,鮪麹訣訣訣訣訣訣訣訣訣轟轟克訣訣麹骨,鮪麹訣訣訣訣訣訣訣訣訣轟轟克訣訣麹骨,54
0x001B83FB,甑昼轟轟轟轟麹麹訣訣訣訣商劬,미상,6
0x001B850C,跚裝萵鞳,미상,6
0x001B882A,牛訣訣訣訣訣訣訣血鯛,미상,6
0x001B8853,且訣訣訣訣血麹屆,미상,6
0x001B8887,鬚猿牛訣血逃,미상,6
0x001B88B9,嚠衰視轟麹拒,미상,6
0x001B88F2,頼視視所騒初垤,미상,6
0x001B8E66,摧麹訣訣訣訣訣訣訣,,
0x001B9B7B,囈伯轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟麹蔓,,54
0x001B9CBA,伯轟麹麹訣麹麹麹麹麹麹麹麹麹麹麹麹轟轟轟逃,깨진 텍스트,16
0x001B9D3A,赴詞轟轟轟轟轟轟轟轟麹麹麹麹麹麹麹訣叙衍,赴詞轟轟轟轟轟轟轟轟麹麹麹麹麹麹麹訣叙衍,60
0x001B9DD5,椒雷轟轟轟轟轟麹麹訣訣血瀬,椒雷轟轟轟轟轟麹麹訣訣血瀬,39
0x001B9FAC,矼跂聽,원문 판독 불가,20
0x001B9FB3,珮矚珥,원문 판독 불가,20
0x001BA919,猿訣麹麹麹訣訣訣訣,[깨진 문자열],18
0x001BAF84,雷轟轟轟轟轟轟轟轟轟轟轟麹麹麹麹麹麹麹麹麹麹訣訣訣訣訣訣訣轟澄,雷轟轟轟轟轟轟轟轟轟轟轟麹麹麹麹麹麹麹麹麹麹訣訣訣訣訣訣訣轟澄,93
0x001BB00F,嚶轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟淵,嚶轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟轟淵,69
0x001BB082,克去訣訣訣訣訣訣示,[깨진 문자열],18
0x001BB0C9,酔麹訣訣訣訣訣麹麹麹轟轟轟轟轟轟轟轟轟轟豪塀,酔麹訣訣訣訣訣麹麹麹轟轟轟轟轟轟轟轟轟轟豪塀,66
0x001BB147,苑柱轟麹麹訣訣訣訣訣訣訣訣訣訣訣訣訣訣訣訣月噛,苑柱轟麹麹訣訣訣訣訣訣訣訣訣訣訣訣訣訣訣訣月噛,69
0x001BB1E4,総酔轟轟轟轟轟轟轟轟麹麹訣月剌訣倹詞董速,総酔轟轟轟轟轟轟轟轟麹麹訣月剌訣倹詞董速,60
0x001BB2A4,籏碎鴕,원문 판독 불가,20
0x001BB60A,鈑赧贇,원문 판독 불가,20
0x001BB74E,聰靼靹,원문 판독 불가,20
0x001BB81B,袂肛耻,원문 판독 불가,20
0x001BB8C2,矣鱶銛,원문 판독 불가,20
0x001BBA9A,硴鉞跫,원문 판독 불가,20
0x001BBC8C,轢膚宙翠所所暑視至所,해독 불가(문자 깨짐),28
0x001BBCB6,桃訣訣訣訣訣訣兼敖,[깨진 문자열],18
0x001BBF89,鳫磆鋩,원문 판독 불가,20
0x001BC2FF,叶縁鰹兜居阜轟轟麹怛,해독 불가(문자 깨짐),28
0x001BC736,鈑粃耻,원문 판독 불가,20
0x001BCAC4,酘踴籌獸,미상,6
0x001BE0B9,葮聽顆,鳫磆鋩,9
0x001BE399,璢肄踰,鈑粃耻,9
0x001C0065,瞎糒瑶,葮聽顆,9
0x001C0x001C2ABD,÷÷ｄｇ,미상,6
0x001C10AE,萬裼琲,璢肄踰,9
0x001C19E7,垂÷÷,瞎糒瑶,9
0x001C1A93,竟鳧肭,萬裼琲,9
0x001C2615,袤胖鞐,垂÷÷,7
0x001C2906,齏鉉裙,미상,6
0x001C2B29,柄愆焚衰т高,포병대,9
0x001C2B9B,實汲÷＜о棗,보급 대대,13
0x001C2BF3,ヤпユр,미상,6
0x001C2C01,＞￥函,미상,6
0x001C2C53,蒟聲鞏,제현군,9
0x001C2C8E,瑯萵珸,＞￥함,9
0x001C3696,搓中ａ,구성공,9
0x001C3731,撈悄岔函,미상,6
0x001C3DB0,鵄醯鈿,낭와오,9
0x001C404F,鞏粱肆,차중a,7
0x001C45A9,竟粤靤赱,미상,6
0x001C4ADF,胥裔蒿,치혜전,9
0x001C4B6E,蓍裼鴦,공량사,9
0x001C4C07,鉞鳰蓍鱶頸,미상,6
0x001C50FD,鴈頸蒹,서예호,9
0x001C5207,裔蓿賁,미상,6
0x001C52E3,褂跛籤,미상,6
0x001C54A6,尠裡埣偏,미상,6
0x001C558D,攪滑ム÷÷私ｓ墅,미상,6
0x001C5667,÷÷÷ロ悼決去ц腰密,미상,6
0x001C56DD,矍珥碚裹鱸,미상,6
0x001C5706,ョ盗鮪漠丕,미상,6
0x001C5772,粐褓釼,미상,6
0x001C57F8,跛肆聆璢,미상,6
0x001C6D25,о÷÷÷÷÷÷÷÷÷÷÷,미상,6
0x001C6E51,味陪ｄ÷,미상,6
0x001C6E6B,÷焔喧恂,미상,6
0x001C6F7B,鈑賽糒,미상,6
0x001C71DE,鶯鳰鮃,미상,6
0x001C72BF,楳剱梃精,미상,6
0x001C7407,胄跼瞼,미상,6
0x001C7758,釖趁聹,미상,6
0x001C7CC7,裄銓鉤,미상,6
0x001C8126,襃赳鴟,추격검,9
0x001C8541,聲聽粫,미상,6
0x001C8900,銕聊矇,예숙분,9
0x001C8907,聽裹裹裹褂鉗鉗鉗鉞跏趺裹蒿聽粐矣珀,미상,6
0x001C8C06,裙鴪琅籐粃,미상,6
0x001C8D23,矜瑕肛,괘파첨,9
0x001C8E63,裄鳰粫玻袱,대대,6
0x001CA565,矣粲鱠,철료몽,9
0x001CC0CE,珮趺韜鈕,미상,6
0x001CC1C0,粐蓐,,
0x001CC1C7,矣鰊聹,은밀 추격,13
0x001CC4A3,胚鴉砒,독성 포격,13
0x001CCACB,鵈糢犢,중장 돌파,13
0x001CD532,裹釀蒹,군량 양조,13
0x001CD551,默鈞鉗,침묵 구속,13
0x001CD70C,鞆鰊籤,비밀 표식,13
0x001CE509,跏鶯顋,측면 매복,13
0x001D0E70,簷褶鰄,성벽 엄폐,13
0x001D11B2,鳰鱚蔘,해안 침투,13
0x001D1347,鳬肛鰤,후방 교란,13
0x001D2336,玳赳獵,사냥 추적,13
0x001D23D1,栫°拠＝＝＝＝＝欠＝建,栫°拠＝＝＝＝＝欠＝建,32
0x001D2E6A,萵琅鱠,전장 회복,13
0x001D2F02,珥蓙珀,원문 깨짐,13
0x001D3BF5,±±熱,원문 깨짐,13
0x001D3C66,舖《祢,원문 깨짐,13
0x001D42D5,璢粤赱,원문 깨짐,13
0x001D4720,珮粃珀,원문 깨짐,13
0x001D4731,珮肆韲,원문 깨짐,13
0x001D5A84,礪裙葢,원문 깨짐,13
0x001D5B6F,肄裙矜,원문 깨짐,13
0x001DEC83,矮蓙鴈,원문 깨짐,13
0x001E1BC9,鋺鰮韃,원문 깨짐,13
0x001E1CB3,褪蔘鴉,원문 깨짐,13
0x001EA070,瞻蓙胛,원문 깨짐,13
0x001EA0CE,粫趙矼珥珀矍,대공 보병,13
0x001EB63D,羅囀婚,퇴삼아,9
0x001EC3A6,肚粐葹,첨좌갑,9
0x001EC3B1,砌肆粐鞴蒻鳬韭鉅,미상,6
0x001EDD5B,濫享攷,나전혼,9
0x001EDE78,姓怐濫撩亨,,10
0x001EDE84,朽幡恃,원문 깨짐,13
0x001EE593,恃撩灯÷給,보급대,9
0x001EE5A8,嵩距灯剩盗悛悗,미상,6
0x001EE800,瑯0x001F0AA5,,12
0x001EE888,泅楓囓葺,미상,6
0x001EE9D5,琅蒹裼鈑聶矜,대전차 보병,16
0x001EEAF9,矼裹趺蒹矣,기갑대,9
0x001EFBE2,屓鋪纒,미상,6
0x001F0A35,÷÷°擶,미상,6
0x001F0A72,÷÷ｍ惓,미상,6
0x001F0AA5,剏ム÷,미상,6
0x001F0B06,÷÷≧徐,미상,6
0x001F0B67,÷ь裏,미상,6
0x001F0C2B,膜ム÷,미상,6
0x001F0C51,÷÷∴叙棣,전차대,9
0x001F0CB6,椁紙÷÷÷,포병대,9
0x001F0CE6,÷ラ助悒,미상,6
0x001F0D8E,÷ｆ鰹曝擅,공병대,9
0x001F0E56,÷ｆ轄装圉,,10
0x001F0FD5,泝欄錐恰п,정찰대,9
0x001F1012,ｆ煙嵩繭擅,대공포병,12
0x001F1EEE,£聡楳,,6
0x001F1F17,＞園帛,진격,6
0x001F205A,跫蟲鞣,포격,6
0x001F2B7C,漕÷÷,철수,6
0x001F3111,椌尹剽抹白酎随試麹訣結結血訣克緒髄駐舶利剱撼,椌尹剽抹白酎随試麹訣結結血訣克緒髄駐舶利剱撼,66
